title	link	main text	reply text
难以摆脱对领导情绪价值的依赖怎么办	https://www.douban.com/group/topic/243672763/	['全文三千余字。楼主会多发几个组求被骂醒，力图做一个情绪稳定的成年人，一个情绪上自给自足，不被有毒的情绪价值麻痹的人。\n\n   楼主传统行业工作两年。当年找工作的时候碰了不少壁受了不少打击，现在的领导是校友，面试我招我进这个公司，我就颇为感激。后来校友就成了师父。一个人到陌生的城市工作，很长一段时间现实中打交道的就是师父和他小团队的人，很在乎他们的评价，希望得到他们的认可。入职后师父也表现出了关心照顾我，愿意培养我的态度，我也就努力打杂开心工作。这是背景。当然后来逐渐意识到并非如此。现在先不一一控诉他的行为，我疑惑的是，为什么我在清楚地知道这个人对我的欺压和他为人处事原则之后，不止还在为他卖命，而且难以摆脱心理上的依赖？我在思维逐渐清晰的过程中，意识到我母胎单身到现在也是个好事。工作上被PUA至少我还攒下了经验攒下了钱，万一碰上渣男同样的套路，不知道被卖到哪里去还在为他数钱呢。\n  \n   这段时间我把领导所有的微信过了一遍，也在脑中把很多情景过了一遍。在把自己原先“要做有意义的工作，做出一番事业”，“要报答师父的录取，培养和照顾之恩”的幼稚想法改成“打卡上班领工资的打工人”，“人际关系利益为本”之后，渐渐就没有之前那种自我加戏的悲愤之感了，明白这只是一个不得志的小人欺软怕硬，国企老狐狸精秀存在感的方式，没什么大不了的。而我之前承受的巨大心理压力，失眠抑郁流泪，都毫无意义。但是在场景发生的那时那刻，一切却是那么真实。\n  \n他会找我谈话谈很长时间，尤其是我刚入职的前半年，动辄一两个小时，以至于我都快憋不住要上厕所。而我身为下级，也不敢贸然打断他或者是中止谈话，即使是很难受也只能忍着听他说。而他也知道亲近感就是通过这种谈话培养出来的，即使是我不想听，不愿意听，也一定要灌进我耳朵里。\n他能够以一种和蔼的，亲近的，看起来很实诚的态度谈话，他说话的语调也让人颇为印象深刻。我后来在一些接触到的房产中介那里也见识到了这种语调，是那种轻声，高音调，好像呵护着你，为你着想的语调。这就是销售的语调。哦不，在他那里，是一个不甘心于好好做技术的，失败的销售自我陶醉于自己情商高的语调。后来发现他哄女人，哄情妇也是这种语调，入侵性很强，细思则很恶心。很容易让人自我感觉良好，自我感觉关系很近了，觉得可以不拘礼不防备地说话了。但实际上他跟我说话的时候仍然是百般刻意的。再加上我的情商只能用十分钟。超过十分钟的谈话我的脑子就会宕机。然后他就能突破我的防线和虚假的表演，看到我真实地反应，并且给我硬灌下去内容。再加上他大段大段地给我发短信，让我有一种很受关注，很受关心的感觉。因为这些时间和精力的投入对一个中年人来说是很大的成本，受到上级这种程度的关注和付出让我受宠若惊。\n我在这种谈话中感受到了很多温暖，也逐渐产生了依赖。有一个月我加班加的最狠的时候，精神上都快扛不住了，我甚至开始怨恨他最近为什么不关注我了，不找我谈话了，不表示关心了。为什么呢，因为我已经被成功洗脑了，他就不用继续洗了。\n\n他也会施一些小恩小惠，我刚来的时候就把他的技术奖励给我分了一杯羹，表现出有福同享的样子。我刚来的时候常请小团队吃饭，当然后来就少了。出差旅游打车门票都是他请，都不让我出钱，还以一种义正言辞的语气说出来，表现出一种一点不占徒弟便宜的态度。后来我明白他大概是有途径报销，但当时就让我很是有一种拿人手短的感觉。每个长假都会反复几次跟我说我可以提前回家省点机票钱什么的，（但其实他不是最终批准的人）。我碰上了点社会上事情的麻烦，他居然打听到了还信誓旦旦地说他认识什么人，可以帮我联系，不过当然最后是爱莫能助的。\n\n他说让我不要急于当官，要好好修练技术为本，对我有很高的期望，但实际上并没有给我什么修练技术的机会。整天说着让我工作不要挑挑拣拣（不要不屑于打杂），又说我情商低不能融入企业文化，让我多学习~\n关于说我情商低这种PUA，我真是后知后觉，但早已伤痕累累。我是看着网友的普及才慢慢明白这种行为是不对的。在此为有相同困扰的朋友们分享知乎网友回答，找不到原文了，侵删。“要看说你情商低的人是谁，如果是父母亲戚或者特别好的朋友，那可以深入探讨下为什么这样说自己如何改进。如果是领导同事或者关系一般的人，可以无视，因为这样说你的人一般自己本身情商就不高，至少人品不行，想通过打压的方式压榨他人的价值，本质上是一个欺软怕硬的人。不是亲戚或者关系极其密切的朋友的话，说你情商低不是为了你好，而只是站在对其自身有利的角度。大概只是没有顺从于他让她感觉到优越感，骂你情商低是觉得你好欺负。按照他说的去提高情商，结果只是会让他得利，对你自己的发展没有任何好处。“”再后来我发现他们说我“情商低”其实只是想表达我做的事说的话让他们不爽了，情商是个锅哪里不爽扣哪里。“\n\n他给我说过一些压榨新人的套路，我以为他跟我说这些，意思就是他不是这种人，他不会这么做。But, I was wrong.\n他会笑着说我是个实诚的人，善良的人，诚实的人。说这话的语气明显是嘲笑的，而不是尊重的。他说团队里其他两个内向的人多少还能保护自己，我就不会保护自己。他跟我说，别他说什么就答应什么，不合理的安排就提出来。他让我别这么实诚，在设计院会被欺负，让我一天能干完的活说两天，别累死了。我以为他跟我说这些，就是不会耍套路欺压我，但我错了。\n他说我是吃苦耐劳型，要是跟着别人肯定是往死里压榨的。他跟我反复强调不要加班太过，要平衡工作与生活，工作就是为了生活，好像是我硬要加班而他劝我不加班一样。一开始他说加班不要超过8点，后来说加班不要超过9点，再后来就是加班不要超过九点半，越来越虚伪。\n\n当然，他也是有优点的。他给我发的奖金比同期入职的同事稍高一些，然后他就会不停地强调这一点，还会说某某某觉得我的收入过高啦，某某某听说后都嫉妒啦。还会说两句他觉得还是给我发得少了，以后会努力在规则允许范围内保我的收入。考虑到他是唯金钱至上的人，我猜他心里觉得他是待我不薄的。\n刚开始我拿到工资也确实有点慌张，觉得自己不配，或者是这个收入肯定是谁弄错了，不会长久。后来发现这是普遍现象，国企实际收入就是比我入职前想象的高。但我想我有理由怀疑他是利用这一点捧杀。\n有一笔去年年底的奖金本是准备今年年初发的，一方面本来时间也没到，另一方面项目里其他前辈去年收入挺高，想把这笔奖金放在今年避税。领导就三番五次地跟我说，我刚来收入还不算太高，不需要避税，他打算先把我的发了。我也就婉拒说不用为我特地麻烦提前发，他还是继续这么说。当他拿着奖金单让我签字的时候，我看着上面的数额就觉得不对了，但周围有别人不好多问也就直接签了。他让我把奖金单扫描发给他供他上传用，之后又专门把我叫到办公室，让我把电脑上和公司内部通讯软件上的奖金单扫描件删除。理由是曾经有信息部的人在后台看到他给别的下属发的高额奖金单，公开在了内部论坛上说不公平。我听着他这番掩耳盗铃的操作就是想说明他给我的奖金高，让我感激他。再后来，他又给我转述一把手年底整理收入的时候发现我的收入太高了把他骂了一顿，说要以后要注意限我的收入。在我看来这明明就是一场他自导自演的戏呀。\n\n   后来科室里安排我跟另一个人A做一个项目，他就百般刁难，挑拨离间不说，还暗示我辜负他的培养，吃里扒外，倒帮他的竞争对手，几番找我谈话给我施加了巨大心理压力。之后有别的项目找我，也给我施压要我推掉。有一次我不过是在大群里回了A一个收到，他就把我叫去训话好久，如此小肚鸡肠让我瞠目结舌，把我难受得直接请了两天假在家躺着。现在想起他那些个曲里拐弯却又理直气壮话都要胸闷。我明白了他就是挑软柿子捏，而这捏爆的柿子是自己的还是别人的，他是根本不在乎的。\n   之前我一直以为他有用人权，后来发现并非如此。他也会用别的方式让我以为他有实际上他没有的权力，给我下达安排或者作出承诺。我对公司制度体系人情世故还不大熟悉的时候还真就被他镇住了，按他说的去做后来出了问题。这一点他的小团队内部也对他有了意见，跟他说让他别乱给我安排事情。我一方面知道这只是他单方面发淫威，每次碰上什么事还是会有一种浑身上下被束缚住的感觉。\n\n人的情绪真是一种奇怪的东西，理智上知道都是套路，心理上却还是会被触动。有一次开会拖到将近十点，他和另一个“大人“商量着谁顺路带谁走，完全忘记了我的存在，看到我还在公司时还有一丝惊讶。当时在那个场合只是敷衍了一下让我赶紧走，后来可能觉得没有安慰鼓励我加班不太合适，就又补了个微信。当然是虚情假意的场面话，但确实让我心里多少好受了一些。我在路上，在收到他发的微信之前，还在心里埋怨了他一阵，连个安慰的微信都不发。收到微信之后，即使是知道那句“以后尽量不要这么晚！”带着资本家剥削本质的鲜血，还是会情绪上稍微好受点。\n这就好像我曾经一个圣诞节去听附近教堂的布道，明明不信教也失去了对人性的信仰，明明知道那些布道的话是精心设计，直戳大城市中产阶级日常贩卖的焦虑，明明理智上对于这些话嗤之以鼻，情感上还是会有触动，流下泪来。']	[]
被职场pua五天我就受不了了，各位大佬怎么应对的，现已辞职，但是心里面每天都在懊悔当时太怂了没怼过一句话	https://www.douban.com/group/topic/243520833/	['笑拉了，当时招人的时候整出一副给了三万多的架势，又要考试又要竞争上岗（还让我在公司附近租好房子，以便随叫随到，房子租好了，到公司报道第一天跟我说竞争上岗），上班第一天不咋说话就说对我很失望，然后每天给我白眼看，还把我叫到办公室骂，原来挑来挑去是因为还要当保姆啊。\n\n广西数易咨询有限公司的李老板，你是还活在80年代吗？觉得3000多可以买下一个人每一天的时间了是吧。就算是一个月三万也买不下一个人的尊严，你是怎么有底气天天骂员工的。谁看了不说一句你有大病。没事就把员工叫到办公室骂，职场pua，画大饼，吹牛逼，不尊重人，当人的特征你是一样不沾边啊。去s吧，laji东西，🐶 东西。', '图为当时和我竞争上岗并被选上的妹子，我当时因为第一天过去坐在座位上不活泼，就被老板孤立了。']	[]
第一份工作都不懂这是pua	https://www.douban.com/group/topic/243401107/	['记录下第一份工作遇到的雷：（某英语培训机构）', '1.几乎天天加班，没见过加班费。基本每天到10点左右，hr说长沙基本都是这样的。', '2.公司没有打卡机，早上hr等在门口，迟到罚款50。但是从没人说过下班的事，第一份工作啥都不懂，胆子小，主管不说不敢下班。', '3.部门经理说我们业务能力差，提到下班的事情，说:我不知道你们下班回去那么早干什么', '4.8点半上班，每周三经理跟我们要开例会，还是线上，她自己在家开，我们要集体来公司开。这个会早上7点开。', '我们提出这是非工作时间，她说这个会议你也可以不参加，自愿参与。我实在不是早起的人，后来我就不参加了，虽然每次快7点主管都会打电话给我，我说我不去，然后继续睡。', '5.累活儿没人愿意做的时候，开会，一个个点名问，你愿不愿意为团队做贡献？那时候我已经清醒，我直接说不愿意（预感到我愿意这活儿就是我的了）。在我说话之前，都是说愿意，我说话之后都说不愿意了。', '6.每周要你看一本指定的书。周一全公司开会，要分组讨论读书心得，每组选一个代表出来分享。当然，书是自己买，还要求一定要买某读书app的年会员，每次开会都要问有没有买，没有买的举手，要一个个问你为什么不买。我就一直没买，穷。但是我也没敢举手🙋🏻\u200d♂️', '后续：已经离职3年了，还是记忆犹新。当时还不是因为这个走的，是因为看不惯主管。她挺欺软怕硬的，我后来比较硬气，她就没敢做什么，有个妹子脾气软，端午想多请一天假，好合上他老公的放假时间，一起回老家。主管死活不同意她请假，只能调休，在端午假最后一天，全公司就她一个人来上班了。我因为要去公司发数据，刚好看到她，又没什么事情做，这样根本没有意义。那时候我都没意识职场pua的事情。', '现在懂得保护自己了，下班到点了就会打招呼说走了，打卡走人。该我做的不该我做的都会讲清楚。同事们也是人间清醒哈哈哈哈哈。不知道以前怎么这么傻。那时候工作其实是斗志满满的，后来工作都没那份心了，真的浪费了。']	[]
我被职场pua了	https://www.douban.com/group/topic/243292688/	[' 店长不常在店里上班，平时几乎啥事都不操心，一回来就挑事。', '   明明是另一个主管的事情，非拉着我一起批评。美其名曰，怕单独谈话，当事人玻璃心受不了。可见其用人水平的低劣。尤其谈话过程中看我的眼神我受不了，就像我犯了错一样。', '自己都捋不清的工作思路，还挑出来说，可怜那个刚入职的主管，听的云里雾里的。我都替她俩尴尬。', ' 平时讲话都拎不清重点，一说话就漫无目的，超级啰嗦。', '我最反感的就是，她自己都不能知行合一，行为世范。也不参与工作里面去，不会做任何分工，就在那里挑毛病。我给她提提建议，她还还无辜和委屈。', '关键是上面对她都很重视，真是无语。跟她共事几个月了，我真没亲眼见证到啥牛逼之处。工作技能：跳舞不会，活动不带。就会花个时间理个账。给个体工商户做账，又没啥复杂的业务，一收一支两条线，再查查原始凭证和记账凭证，做个核对。这我都会做。这不是很正常吗？']	['遇到啰嗦的人真的无奈。也不管别人可能消化的了那么多的废话。讲话简明扼要即可，可对她来讲够难的。']
教培裸辞后：民办小学or公办合同制老师？	https://www.douban.com/group/topic/242745292/	['求助大家👊', '本人目前教培裸辞，面试了一家民办9年制学校', '坐标：一线城市', '对方安排教6年级后升初中', '基本工资5k➕几百课时费。班主任补贴2k.包吃。。住要象征性付费。真的略低', '值不值得去？', '还是选择等待考公办合同制。本人大学专业很不对口，能考的岗位不多']	['我貌似发错组了😂😂']
大家帮忙看看是不是被pua了	https://www.douban.com/group/topic/242652696/	['这是最近说的，之前有一次开会，当众贬低我说我现在的能力，去学校别人也不会要我，大骂原来我拿她这里当跳板', '图片只是一部分，btw说其他老师月入那么多，只是晚上和周末上上课已经不属实了，这些老师都是暑假才有那么多课，从早排到晚才可能有那么多...', '另外工作上的谴责都不知道多少次了，加上也是代沟吧，经常三两句没对上，就开始发脾气🙄', '', '我大概情况是这样，本来就是当初很急，这个老板叫我过来帮忙的。说是试用期三个月，现在过了三个月也不见得提转正什么的。每个月底薪2k加一点绩效，没有社保没有合同。', '我承认我的贡献不多，图得就是一个落脚点和锻炼的地方。可来到之后工作很闲，也招不到生，我也就懒得去了。经常要求一堆，说这个做不好那个做不好，动不动给你画饼，问题我来这里之后除了现有物质资源，这里什么资源也没提供给我，也不搞培训，那老师怎么成长？这里怎么良性化发展？这就算了，甚至还限制现有的物质资源...也有过工作时间塞私事过来的', '所以目前就是得不到锻炼和成长，上边又在一直说这种大的要求，pua你', '我感觉，说白了，就是看我应届生刚出社会啥不知道，2k块买个清洁工+前台+助教。而我为了图个清闲有空备考才一直留在这，既然你都不打算做长远，育苗，我为何还要傻傻听你的话去做那些绩效里面的事情呢？现在也不是学生了，不是说老师布置什么就要做什么，不是说考满分最棒。生活大把事情比那点绩效重要多了']	[]
被老板职场pua，现在都还有阴影	https://www.douban.com/group/topic/240132790/	['我是刚入职这家公司不到两个月，是创业公司来的，包括老板和我，公司员工一共有6个人。', '刚开始过去的时候，我还是信心满满，老板说过对我有期待，我也想好好做出成绩。', '声明一下，我在之前的公司的职位是设计小组负责人，后面来到这家公司，设计项目是由一位老员工跟我对接，一开始是在他的主导下进行设计，因为擅长的风格跟方法不一样，所以对我来说是有点出力，但是楼主仍然想解决办法，一直想认认真真做，做出成绩。', '后面老板让我出策划案，做新的项目。一开始会跟老板发进度，等到最终汇报的时候，老板说这不是他想要的，我咨询怎么改进，老板没有提出任何建设性意见。到之后的日子里，我做的几乎所有的方案都被砍掉，深深陷入自我怀疑，我同样咨询过同行的朋友，但是同行的朋友是对我的做法认可的。', '后面老板一直跟我说，做的不好，效率低下，说我没有自驱力。', '试用期结束前一个星期，跟老板聊关于转正的事情，老板说没有达到他的预想期盼值，举了例子，各种否定，说他给的薪资算是中上的了，这个薪资可以招到更好的人，要给我降薪转正。', '楼主不同意，第二天早上就提出了离职。老板还想挽留，说我如果可以同意降薪的话。', '我还是辞职了，但是脑海里一直想着，我这不好，那也不好，现在都有点不敢去面试找工作😪']	['单纯压价 其他都是借口', '想辞退你，自己不说标准，还说你的结果不符合他的想法，因为他自己也不知道自己想要什么，就只会p你不行，彩色的黑，同行都说你没问题，赶紧跑', '回来看回复了，离职了，感觉有阴影，这几天去面试都没有自信😔', '和楼主同样的设计行业 一毛一样的经历 再一再二不再三的无理谩骂打压 直接走人 就昨天 前辈们愿意用一辈子领悟的东西 我不在乎在你这里的两三年 我在乎的东西您根本看不到 再见了您呐 ！楼主加油 未来无限量 ']
老职场，新PUA	https://www.douban.com/group/topic/198197296/	['我在这家企业8年了，转到新部门2年，新部门领导真把我折磨死了', '1. 任务分配下来，对怎么做，有什么注意点、什么培养都没有，你去问他他就说你要自己想，自己摸索，我告诉你了，你的成长价值在哪里？！导致我不敢问他方式方法，问多了就说我依赖别人，给自己设限制', '2.当我把任务完成了，找他确认核对时，他又会找出一大堆问题，你的思考盲点，你的设计盲点，你的想法不足的部分，导致我一次又一次对自己的能力产生了怀疑', '3.沟通对接事情过程中，总是无效沟通，通过找错，否定你思考、批判你的思考，嘲讽你的结果，自己说自己是个理性沟通，不是感性方面，所以不会过多说的很感性。。。。。导致我非常讨厌和他沟通对接事情', '', '反抗过程：', '我这周找领导的领导聊了一次，和他讲了我在这个部门的感受和看法，我提出转岗到项目现场，做其他岗位职责。', '大领导给的反馈是，新领导的方式方法的确有待提高，但是不希望我一杆子打死跑掉，希望我给他一个机会，把我调整到项目现场，但是岗位职责不变，从行政规划上属于新领导管辖，唯一的好处是不在一起办公，办公内容不受他管辖。', '', '反抗后的影响', '我接受了大领导的调整，这两天在项目现场工作，但是遇到不会做的事情，我想不到办法的事情时，我就会想到sha  b领导对我的评价：过多依赖别人给方法，自己没有主动意识', '', '']	['更新：12月份离职休养中，现在新工作2个月了……\n正在自愈中，没有完全好，偶尔发作自我怀疑，攻击性极强的反应…\n我希望我后面回到以前，还会再来更新', '更新：12月份离职休养中，现在新工作2个月了……\n正在自愈中，没有完全好，偶尔发作自我怀疑，攻击性极强的反应…\n我希望我后面回到以前，还会再来更新', '以为是我发的贴 一模一样啊', '深有同感', '确实是pua', '这就是我本人啊！这段时间睡觉前满脑子想的都是她怎么批评我，否定我，我真的都不会做需求了……']
感觉被pua了	https://www.douban.com/group/topic/241877711/	['今天排班  让我跟他的班走', '拍到中间说我休假不放在1-5    我说我放了但是放的那天你给否了  刚刚否的自己就不记得了', '然后我问班次的问题有没有和普通同事一样的', ':别人拿两千多(他夸张了普通三千多)你拿五千多怎么和别人一样啊', '我:没有啊只有四千多 (普通同事基本上是加班补休假的一个月下来有半个月可以休)', ':那你学到什么了啊', '我:他们会的我都会了啊', '然后又拿我工资说事', '真的很无语这个工资又不高  而且我是这一批计划招进来的，1.正好有这个计划2.相对其他工资并不高还不是双休要无偿加班3.普通同事他们休假多', '现在想起来就后悔自己没有找到这些点怼回去生气生气💢💢💢💢']	[]
这种公司正常吗？	https://www.douban.com/group/topic/240073872/	['\n！！请大家给我这个小白一些意见\n\n本人，18，开学大二，第一次打暑假工，在一个辅导机构做助教，机构规模不大不小，老板给的任务每天都会超额，导致每天不能按时下班，（按照他的话，保证注意力集中，效率高，是可以完成的，但是我们每天都会被安排干其它杂事，根本无法在规定时间内完成，老板并不支持加班，如果加班会被骂）由于管理人员较多，很多小事都会被管并且管理人员意见不一致，我这种小白根本不知道咋办。\n工作环境太压抑，每天耳边都充斥着各种各样的批评声，不怎么跟的主课老师沟通导致工作无法顺利完美完成，要批改的作文特别多，每天都会被催促，并且老板认为自己的工作很简单。（其它兼职老师也并不认为很简单，并且基本上都会被催促）\n工资：十八线小城市一天八十\n干够了十五天，如果现在走，工资会少一半。我还要继续留在那地方吗？？？\n那地方真的好压抑！！']	['不正常。。。相当不正常']
